id,slug,title,ministry,state,category,is_central,benefit_summary,rules_count,docs_count,application_url,description,last_verified_at
4118,pm-national-universal-cashless-health-insurance-phase-17,PM National Universal Cashless Health Insurance Phase 17,Ministry of Agriculture & Farmers Welfare,ALL_INDIA,Healthcare,1,National Universal Cashless Health Insurance,1,3,https://dbtbharat.gov.in/schemes/pm-national-universal-cashless-health-insurance-phase-17,"Central flagship program: Annual cashless hospitalization and surgical treatment cover in network hospitals. Administered by Ministry of Agriculture & Farmers Welfare, Government of India.",2026-08-01
4119,pm-national-critical-illness-relief-fund-cancer-kidney-phase-17,PM National Critical Illness Relief Fund (Cancer & Kidney) Phase 17,Ministry of Agriculture & Farmers Welfare,ALL_INDIA,Healthcare,1,National Critical Illness Relief Fund (Cancer & Kidney),1,3,https://dbtbharat.gov.in/schemes/pm-national-critical-illness-relief-fund-cancer-kidney-phase-17,"Central flagship program: One-time financial relief grant for dialysis, chemotherapy, and heart surgery. Administered by Ministry of Agriculture & Farmers Welfare, Government of India.",2026-08-01
4120,pm-national-free-diagnostic-tests-medicine-scheme-phase-17,PM National Free Diagnostic Tests & Medicine Scheme Phase 17,Ministry of Agriculture & Farmers Welfare,ALL_INDIA,Healthcare,1,National Free Diagnostic Tests & Medicine Scheme,1,3,https://dbtbharat.gov.in/schemes/pm-national-free-diagnostic-tests-medicine-scheme-phase-17,"Central flagship program: 100% free prescription drugs and pathology tests at government clinics. Administered by Ministry of Agriculture & Farmers Welfare, Government of India.",2026-08-01
4121,pm-national-senior-citizen-specialized-geriatric-care-phase-17,PM National Senior Citizen Specialized Geriatric Care Phase 17,Ministry of Agriculture & Farmers Welfare,ALL_INDIA,Healthcare,1,National Senior Citizen Specialized Geriatric Care,1,3,https://dbtbharat.gov.in/schemes/pm-national-senior-citizen-specialized-geriatric-care-phase-17,"Central flagship program: Free cataract surgeries, hearing aids, and doorstep chronic care medicine. Administered by Ministry of Agriculture & Farmers Welfare, Government of India.",2026-08-01
4122,pm-national-emergency-accidental-trauma-insurance-phase-17,PM National Emergency Accidental Trauma Insurance Phase 17,Ministry of Agriculture & Farmers Welfare,ALL_INDIA,Healthcare,1,National Emergency Accidental Trauma Insurance,1,3,https://dbtbharat.gov.in/schemes/pm-national-emergency-accidental-trauma-insurance-phase-17,"Central flagship program: Immediate cashless golden-hour emergency trauma care coverage. Administered by Ministry of Agriculture & Farmers Welfare, Government of India.",2026-08-01
4123,pm-national-old-age-social-security-pension-phase-17,PM National Old Age Social Security Pension Phase 17,Ministry of Agriculture & Farmers Welfare,ALL_INDIA,Social Welfare,1,National Old Age Social Security Pension,1,4,https://dbtbharat.gov.in/schemes/pm-national-old-age-social-security-pension-phase-17,"Central flagship program: Monthly direct benefit transfer pension for elderly citizens aged 60 and above. Administered by Ministry of Agriculture & Farmers Welfare, Government of India.",2026-08-01
4124,pm-national-divyangjan-disability-monthly-pension-phase-17,PM National Divyangjan Disability Monthly Pension Phase 17,Ministry of Agriculture & Farmers Welfare,ALL_INDIA,Social Welfare,1,National Divyangjan Disability Monthly Pension,1,4,https://dbtbharat.gov.in/schemes/pm-national-divyangjan-disability-monthly-pension-phase-17,"Central flagship program: Monthly financial support and motorized tricycle allowance for disabled persons. Administered by Ministry of Agriculture & Farmers Welfare, Government of India.",2026-08-01
4125,pm-national-antyodaya-subsidized-food-security-phase-17,PM National Antyodaya Subsidized Food Security Phase 17,Ministry of Agriculture & Farmers Welfare,ALL_INDIA,Social Welfare,1,National Antyodaya Subsidized Food Security,1,4,https://dbtbharat.gov.in/schemes/pm-national-antyodaya-subsidized-food-security-phase-17,"Central flagship program: Subsidized monthly ration of 35kg foodgrains for poorest-of-poor households. Administered by Ministry of Agriculture & Farmers Welfare, Government of India.",2026-08-01
4126,pm-national-sanitation-workers-rehabilitation-grant-phase-17,PM National Sanitation Workers Rehabilitation Grant Phase 17,Ministry of Agriculture & Farmers Welfare,ALL_INDIA,Social Welfare,1,National Sanitation Workers Rehabilitation Grant,2,4,https://dbtbharat.gov.in/schemes/pm-national-sanitation-workers-rehabilitation-grant-phase-17,"Central flagship program: Capital subsidy and skill retraining for sanitary workers and sewer workers. Administered by Ministry of Agriculture & Farmers Welfare, Government of India.",2026-08-01
4127,pm-national-tribal-livelihood-forest-produce-grant-phase-17,PM National Tribal Livelihood & Forest Produce Grant Phase 17,Ministry of Agriculture & Farmers Welfare,ALL_INDIA,Social Welfare,1,National Tribal Livelihood & Forest Produce Grant,2,4,https://dbtbharat.gov.in/schemes/pm-national-tribal-livelihood-forest-produce-grant-phase-17,"Central flagship program: Direct procurement support and value addition subsidy for minor forest produce. Administered by Ministry of Agriculture & Farmers Welfare, Government of India.",2026-08-01
4128,pm-national-youth-apprenticeship-monthly-stipend-phase-17,PM National Youth Apprenticeship Monthly Stipend Phase 17,Ministry of Agriculture & Farmers Welfare,ALL_INDIA,Employment & Skills,1,National Youth Apprenticeship Monthly Stipend,2,3,https://dbtbharat.gov.in/schemes/pm-national-youth-apprenticeship-monthly-stipend-phase-17,"Central flagship program: Direct government stipend top-up for technical industrial apprenticeships. Administered by Ministry of Agriculture & Farmers Welfare, Government of India.",2026-08-01
4129,pm-national-artisan-craftsman-modern-tool-kit-grant-phase-17,PM National Artisan & Craftsman Modern Tool Kit Grant Phase 17,Ministry of Agriculture & Farmers Welfare,ALL_INDIA,Employment & Skills,1,National Artisan & Craftsman Modern Tool Kit Grant,2,3,https://dbtbharat.gov.in/schemes/pm-national-artisan-craftsman-modern-tool-kit-grant-phase-17,"Central flagship program: Free motorized toolkits and collateral-free micro credit for traditional artisans. Administered by Ministry of Agriculture & Farmers Welfare, Government of India.",2026-08-01
4130,pm-national-rural-youth-driving-heavy-machinery-training-phase-17,PM National Rural Youth Driving & Heavy Machinery Training Phase 17,Ministry of Agriculture & Farmers Welfare,ALL_INDIA,Employment & Skills,1,National Rural Youth Driving & Heavy Machinery Training,2,3,https://dbtbharat.gov.in/schemes/pm-national-rural-youth-driving-heavy-machinery-training-phase-17,"Central flagship program: 100% sponsored commercial vehicle and excavator driver training. Administered by Ministry of Agriculture & Farmers Welfare, Government of India.",2026-08-01
4131,pm-national-it-emerging-tech-bootcamp-voucher-phase-17,PM National IT & Emerging Tech Bootcamp Voucher Phase 17,Ministry of Agriculture & Farmers Welfare,ALL_INDIA,Employment & Skills,1,National IT & Emerging Tech Bootcamp Voucher,2,3,https://dbtbharat.gov.in/schemes/pm-national-it-emerging-tech-bootcamp-voucher-phase-17,"Central flagship program: Full tuition sponsorship for AI, Cloud, and Software certification bootcamps. Administered by Ministry of Agriculture & Farmers Welfare, Government of India.",2026-08-01
4132,pm-national-self-employment-micro-credit-guarantee-phase-17,PM National Self-Employment Micro-Credit Guarantee Phase 17,Ministry of Agriculture & Farmers Welfare,ALL_INDIA,Employment & Skills,1,National Self-Employment Micro-Credit Guarantee,2,3,https://dbtbharat.gov.in/schemes/pm-national-self-employment-micro-credit-guarantee-phase-17,"Central flagship program: Collateral-free subsidized loan up to ₹5 Lakh for starting local enterprises. Administered by Ministry of Agriculture & Farmers Welfare, Government of India.",2026-08-01
4133,pm-national-pucca-house-construction-subsidy-phase-17,PM National Pucca House Construction Subsidy Phase 17,Ministry of Agriculture & Farmers Welfare,ALL_INDIA,Housing,1,National Pucca House Construction Subsidy,1,4,https://dbtbharat.gov.in/schemes/pm-national-pucca-house-construction-subsidy-phase-17,"Central flagship program: Direct installment financial grant for building disaster-resilient pucca home. Administered by Ministry of Agriculture & Farmers Welfare, Government of India.",2026-08-01
4134,pm-national-rooftop-solar-green-energy-assistance-phase-17,PM National Rooftop Solar & Green Energy Assistance Phase 17,Ministry of Agriculture & Farmers Welfare,ALL_INDIA,Housing,1,National Rooftop Solar & Green Energy Assistance,1,4,https://dbtbharat.gov.in/schemes/pm-national-rooftop-solar-green-energy-assistance-phase-17,"Central flagship program: Capital subsidy for grid-connected rooftop solar installation for homeowners. Administered by Ministry of Agriculture & Farmers Welfare, Government of India.",2026-08-01
4135,pm-national-slum-rehabilitation-ews-flat-allocation-phase-17,PM National Slum Rehabilitation & EWS Flat Allocation Phase 17,Ministry of Agriculture & Farmers Welfare,ALL_INDIA,Housing,1,National Slum Rehabilitation & EWS Flat Allocation,1,4,https://dbtbharat.gov.in/schemes/pm-national-slum-rehabilitation-ews-flat-allocation-phase-17,"Central flagship program: Subsidized ownership allotment of 1BHK flats with basic civic amenities. Administered by Ministry of Agriculture & Farmers Welfare, Government of India.",2026-08-01
4136,pm-national-rural-toilet-water-tap-incentive-phase-17,PM National Rural Toilet & Water Tap Incentive Phase 17,Ministry of Agriculture & Farmers Welfare,ALL_INDIA,Housing,1,National Rural Toilet & Water Tap Incentive,1,4,https://dbtbharat.gov.in/schemes/pm-national-rural-toilet-water-tap-incentive-phase-17,"Central flagship program: Financial assistance for individual household latrines and clean piped tap. Administered by Ministry of Agriculture & Farmers Welfare, Government of India.",2026-08-01
4137,pm-national-micro-enterprise-collateral-free-loan-phase-17,PM National Micro Enterprise Collateral-Free Loan Phase 17,Ministry of Agriculture & Farmers Welfare,ALL_INDIA,Business & Finance,1,National Micro Enterprise Collateral-Free Loan,2,4,https://dbtbharat.gov.in/schemes/pm-national-micro-enterprise-collateral-free-loan-phase-17,"Central flagship program: Guaranteed working capital and equipment loan up to ₹10 Lakh at subsidized interest. Administered by Ministry of Agriculture & Farmers Welfare, Government of India.",2026-08-01
4138,pm-national-women-entrepreneur-startup-grant-phase-17,PM National Women Entrepreneur Startup Grant Phase 17,Ministry of Agriculture & Farmers Welfare,ALL_INDIA,Business & Finance,1,National Women Entrepreneur Startup Grant,2,4,https://dbtbharat.gov.in/schemes/pm-national-women-entrepreneur-startup-grant-phase-17,"Central flagship program: Seed funding capital grant for innovative women-founded MSME ventures. Administered by Ministry of Agriculture & Farmers Welfare, Government of India.",2026-08-01
4139,pm-national-export-promotion-quality-certification-subsidy-phase-17,PM National Export Promotion & Quality Certification Subsidy Phase 17,Ministry of Agriculture & Farmers Welfare,ALL_INDIA,Business & Finance,1,National Export Promotion & Quality Certification Subsidy,2,4,https://dbtbharat.gov.in/schemes/pm-national-export-promotion-quality-certification-subsidy-phase-17,"Central flagship program: Reimbursement for ISO, ZED, and international trade mark registration costs. Administered by Ministry of Agriculture & Farmers Welfare, Government of India.",2026-08-01
4140,pm-national-credit-linked-capital-subsidy-for-tech-upgradation-phase-17,PM National Credit Linked Capital Subsidy for Tech Upgradation Phase 17,Ministry of Agriculture & Farmers Welfare,ALL_INDIA,Business & Finance,1,National Credit Linked Capital Subsidy for Tech Upgradation,2,4,https://dbtbharat.gov.in/schemes/pm-national-credit-linked-capital-subsidy-for-tech-upgradation-phase-17,"Central flagship program: 15% upfront capital subsidy for machinery modernization in manufacturing. Administered by Ministry of Agriculture & Farmers Welfare, Government of India.",2026-08-01
4141,pm-national-e-vehicle-green-mobility-subsidy-phase-17,PM National E-Vehicle & Green Mobility Subsidy Phase 17,Ministry of Agriculture & Farmers Welfare,ALL_INDIA,General,1,National E-Vehicle & Green Mobility Subsidy,1,3,https://dbtbharat.gov.in/schemes/pm-national-e-vehicle-green-mobility-subsidy-phase-17,"Central flagship program: Direct cash incentive on purchase of electric 2-wheelers and 3-wheelers. Administered by Ministry of Agriculture & Farmers Welfare, Government of India.",2026-08-01
4142,pm-national-rainwater-harvesting-ground-water-recharge-grant-phase-17,PM National Rainwater Harvesting & Ground Water Recharge Grant Phase 17,Ministry of Agriculture & Farmers Welfare,ALL_INDIA,General,1,National Rainwater Harvesting & Ground Water Recharge Grant,1,3,https://dbtbharat.gov.in/schemes/pm-national-rainwater-harvesting-ground-water-recharge-grant-phase-17,"Central flagship program: Subsidized rooftop rainwater harvesting system for individual residences. Administered by Ministry of Agriculture & Farmers Welfare, Government of India.",2026-08-01
4143,pm-national-bio-gas-cattle-dung-renewable-plant-subsidy-phase-17,PM National Bio-Gas & Cattle Dung Renewable Plant Subsidy Phase 17,Ministry of Agriculture & Farmers Welfare,ALL_INDIA,General,1,National Bio-Gas & Cattle Dung Renewable Plant Subsidy,2,3,https://dbtbharat.gov.in/schemes/pm-national-bio-gas-cattle-dung-renewable-plant-subsidy-phase-17,"Central flagship program: Financial support for installing domestic Gobar-Dhan biogas units. Administered by Ministry of Agriculture & Farmers Welfare, Government of India.",2026-08-01
