id,scheme_slug,title,benefit_type,amount_inr,frequency,details
3426,pm-national-it-emerging-tech-bootcamp-voucher-phase-2,National IT & Emerging Tech Bootcamp Voucher,Scholarship & Academic Stipend,35000.0,One-Time,"Full tuition sponsorship for AI, Cloud, and Software certification bootcamps. (₹35,000)"
3427,pm-national-self-employment-micro-credit-guarantee-phase-2,National Self-Employment Micro-Credit Guarantee,Subsidized / Collateral-Free Loan,500000.0,One-Time,"Collateral-free subsidized loan up to ₹5 Lakh for starting local enterprises. (₹100,000)"
3428,pm-national-pucca-house-construction-subsidy-phase-2,National Pucca House Construction Subsidy,Asset & Equipment Subsidy,150000.0,Quarterly,"Direct installment financial grant for building disaster-resilient pucca home. (₹150,000)"
3429,pm-national-rooftop-solar-green-energy-assistance-phase-2,National Rooftop Solar & Green Energy Assistance,Asset & Equipment Subsidy,50000.0,One-Time,"Capital subsidy for grid-connected rooftop solar installation for homeowners. (₹50,000)"
3430,pm-national-slum-rehabilitation-ews-flat-allocation-phase-2,National Slum Rehabilitation & EWS Flat Allocation,Asset & Equipment Subsidy,250000.0,One-Time,"Subsidized ownership allotment of 1BHK flats with basic civic amenities. (₹250,000)"
3431,pm-national-rural-toilet-water-tap-incentive-phase-2,National Rural Toilet & Water Tap Incentive,Direct Cash Transfer (DBT),12000.0,One-Time,"Financial assistance for individual household latrines and clean piped tap. (₹12,000)"
3432,pm-national-micro-enterprise-collateral-free-loan-phase-2,National Micro Enterprise Collateral-Free Loan,Subsidized / Collateral-Free Loan,1000000.0,One-Time,"Guaranteed working capital and equipment loan up to ₹10 Lakh at subsidized interest. (₹200,000)"
3433,pm-national-women-entrepreneur-startup-grant-phase-2,National Women Entrepreneur Startup Grant,Direct Cash Transfer (DBT),100000.0,One-Time,"Seed funding capital grant for innovative women-founded MSME ventures. (₹100,000)"
3434,pm-national-export-promotion-quality-certification-subsidy-phase-2,National Export Promotion & Quality Certification Subsidy,Asset & Equipment Subsidy,75000.0,One-Time,"Reimbursement for ISO, ZED, and international trade mark registration costs. (₹75,000)"
3435,pm-national-credit-linked-capital-subsidy-for-tech-upgradation-phase-2,National Credit Linked Capital Subsidy for Tech Upgradation,Asset & Equipment Subsidy,150000.0,One-Time,"15% upfront capital subsidy for machinery modernization in manufacturing. (₹150,000)"
3436,pm-national-e-vehicle-green-mobility-subsidy-phase-2,National E-Vehicle & Green Mobility Subsidy,Asset & Equipment Subsidy,20000.0,One-Time,"Direct cash incentive on purchase of electric 2-wheelers and 3-wheelers. (₹20,000)"
3437,pm-national-rainwater-harvesting-ground-water-recharge-grant-phase-2,National Rainwater Harvesting & Ground Water Recharge Grant,Asset & Equipment Subsidy,15000.0,One-Time,"Subsidized rooftop rainwater harvesting system for individual residences. (₹15,000)"
3438,pm-national-bio-gas-cattle-dung-renewable-plant-subsidy-phase-2,National Bio-Gas & Cattle Dung Renewable Plant Subsidy,Asset & Equipment Subsidy,18000.0,One-Time,"Financial support for installing domestic Gobar-Dhan biogas units. (₹18,000)"
3439,pm-national-kisan-samriddhi-crop-assistance-phase-3,National Kisan Samriddhi & Crop Assistance,Asset & Equipment Subsidy,6000.0,One-Time,"Financial input subsidy for seed, fertilizer, and organic cultivation equipment. (₹6,000)"
3440,pm-national-solar-krishi-pump-subsidy-phase-3,National Solar Krishi Pump Subsidy,Asset & Equipment Subsidy,75000.0,One-Time,"Up to 90% capital subsidy for installing off-grid solar irrigation pumps. (₹75,000)"
3441,pm-national-horticulture-drip-irrigation-grant-phase-3,National Horticulture & Drip Irrigation Grant,Asset & Equipment Subsidy,25000.0,One-Time,"Direct subsidy for drip, sprinkler, and precision micro-irrigation installation. (₹25,000)"
3442,pm-national-dairy-cattle-development-incentive-phase-3,National Dairy & Cattle Development Incentive,Direct Cash Transfer (DBT),40000.0,One-Time,"Financial assistance for purchasing high-yield milch cows and buffaloes. (₹40,000)"
3443,pm-national-fodder-cultivation-animal-care-grant-phase-3,National Fodder Cultivation & Animal Care Grant,Asset & Equipment Subsidy,12000.0,One-Time,"Subsidized silage, quality seeds, and livestock health vaccination support. (₹12,000)"
3444,pm-national-fisheries-pond-biofloc-support-phase-3,National Fisheries Pond & Biofloc Support,Direct Cash Transfer (DBT),50000.0,One-Time,"Capital grant for biofloc fish farming, fingerling supply, and aerators. (₹50,000)"
3445,pm-national-soil-health-organic-farming-mission-phase-3,National Soil Health & Organic Farming Mission,Direct Cash Transfer (DBT),8000.0,One-Time,"Free soil nutrient testing kit and bio-compost financial top-up grant. (₹8,000)"
3446,pm-national-farm-mechanization-rotavator-subsidy-phase-3,National Farm Mechanization & Rotavator Subsidy,Asset & Equipment Subsidy,60000.0,One-Time,"Up to 50% subsidy on modern harvesters, rotavators, and custom hiring centers. (₹60,000)"
3447,pm-national-post-matric-merit-scholarship-phase-3,National Post-Matric Merit Scholarship,Scholarship & Academic Stipend,18000.0,One-Time,"Tuition fee waiver and maintenance stipend for higher collegiate education. (₹18,000)"
3448,pm-national-free-digital-tablet-laptop-distribution-phase-3,National Free Digital Tablet & Laptop Distribution,Asset & Equipment Subsidy,15000.0,One-Time,"High-speed digital learning devices distributed to meritorious board students. (₹15,000)"
3449,pm-national-competitive-exam-coaching-assistance-phase-3,National Competitive Exam Coaching Assistance,Scholarship & Academic Stipend,50000.0,One-Time,"100% sponsored classroom coaching for UPSC, PSC, JEE, and NEET exams. (₹50,000)"
3450,pm-national-girl-child-higher-education-incentive-phase-3,National Girl Child Higher Education Incentive,Direct Cash Transfer (DBT),25000.0,One-Time,"Direct milestone grant upon enrolling in undergraduate degree programs. (₹25,000)"
3451,pm-national-technical-polytechnic-skill-stipend-phase-3,National Technical & Polytechnic Skill Stipend,Scholarship & Academic Stipend,12000.0,Monthly,"Monthly allowance for students pursuing diploma and industrial training. (₹12,000)"
3452,pm-national-overseas-education-scholarship-for-ews-phase-3,National Overseas Education Scholarship for EWS,Subsidized / Collateral-Free Loan,500000.0,One-Time,"Educational loan interest subsidy for foreign universities. (₹500,000)"
3453,pm-national-special-education-aid-for-divyang-students-phase-3,National Special Education Aid for Divyang Students,Direct Cash Transfer (DBT),20000.0,One-Time,"Assistive braille, hearing aids, and transport allowance for disabled students. (₹20,000)"
3454,pm-national-matru-kalyan-nutrition-dbt-phase-3,National Matru Kalyan & Nutrition DBT,Subsidized Food & Nutrition,6000.0,One-Time,"Conditional cash transfer across pregnancy trimesters and post-natal care. (₹6,000)"
3455,pm-national-mahila-swavalamban-livelihood-grant-phase-3,National Mahila Swavalamban Livelihood Grant,Direct Cash Transfer (DBT),50000.0,One-Time,"Revolving seed fund for women Self-Help Groups (SHGs) to start enterprises. (₹50,000)"
3456,pm-national-kanya-vivah-marriage-assistance-phase-3,National Kanya Vivah & Marriage Assistance,Direct Cash Transfer (DBT),51000.0,One-Time,"Direct financial grant for marriage of daughters from economically weaker families. (₹51,000)"
3457,pm-national-working-women-hostel-transport-subsidy-phase-3,National Working Women Hostel & Transport Subsidy,Asset & Equipment Subsidy,15000.0,Monthly,"Subsidized secure safe housing and monthly urban commute pass. (₹15,000)"
3458,pm-national-single-mother-destitute-women-pension-phase-3,National Single Mother & Destitute Women Pension,Monthly Social Security Pension,15000.0,Monthly,"Monthly social security pension for widowed and abandoned women. (₹15,000)"
3459,pm-national-sukanya-samriddhi-high-interest-top-up-phase-3,National Sukanya Samriddhi High-Interest Top-Up,Asset & Equipment Subsidy,10000.0,One-Time,"State government interest subsidy top-up on girl child savings accounts. (₹10,000)"
3460,pm-national-universal-cashless-health-insurance-phase-3,National Universal Cashless Health Insurance,Health & Accidental Insurance Cover,500000.0,Annual,"Annual cashless hospitalization and surgical treatment cover in network hospitals. (₹500,000)"
3461,pm-national-critical-illness-relief-fund-cancer-kidney-phase-3,National Critical Illness Relief Fund (Cancer & Kidney),Health & Accidental Insurance Cover,200000.0,Claim-Based,"One-time financial relief grant for dialysis, chemotherapy, and heart surgery. (₹200,000)"
3462,pm-national-free-diagnostic-tests-medicine-scheme-phase-3,National Free Diagnostic Tests & Medicine Scheme,Direct Cash Transfer (DBT),10000.0,One-Time,"100% free prescription drugs and pathology tests at government clinics. (₹10,000)"
3463,pm-national-senior-citizen-specialized-geriatric-care-phase-3,National Senior Citizen Specialized Geriatric Care,Direct Cash Transfer (DBT),15000.0,One-Time,"Free cataract surgeries, hearing aids, and doorstep chronic care medicine. (₹15,000)"
3464,pm-national-emergency-accidental-trauma-insurance-phase-3,National Emergency Accidental Trauma Insurance,Health & Accidental Insurance Cover,100000.0,Claim-Based,"Immediate cashless golden-hour emergency trauma care coverage. (₹100,000)"
3465,pm-national-old-age-social-security-pension-phase-3,National Old Age Social Security Pension,Monthly Social Security Pension,12000.0,Monthly,"Monthly direct benefit transfer pension for elderly citizens aged 60 and above. (₹12,000)"
3466,pm-national-divyangjan-disability-monthly-pension-phase-3,National Divyangjan Disability Monthly Pension,Monthly Social Security Pension,18000.0,Monthly,"Monthly financial support and motorized tricycle allowance for disabled persons. (₹18,000)"
3467,pm-national-antyodaya-subsidized-food-security-phase-3,National Antyodaya Subsidized Food Security,Subsidized Food & Nutrition,8000.0,Monthly,"Subsidized monthly ration of 35kg foodgrains for poorest-of-poor households. (₹8,000)"
3468,pm-national-sanitation-workers-rehabilitation-grant-phase-3,National Sanitation Workers Rehabilitation Grant,Asset & Equipment Subsidy,40000.0,One-Time,"Capital subsidy and skill retraining for sanitary workers and sewer workers. (₹40,000)"
3469,pm-national-tribal-livelihood-forest-produce-grant-phase-3,National Tribal Livelihood & Forest Produce Grant,Asset & Equipment Subsidy,20000.0,One-Time,"Direct procurement support and value addition subsidy for minor forest produce. (₹20,000)"
3470,pm-national-youth-apprenticeship-monthly-stipend-phase-3,National Youth Apprenticeship Monthly Stipend,Scholarship & Academic Stipend,18000.0,Monthly,"Direct government stipend top-up for technical industrial apprenticeships. (₹18,000)"
3471,pm-national-artisan-craftsman-modern-tool-kit-grant-phase-3,National Artisan & Craftsman Modern Tool Kit Grant,Subsidized / Collateral-Free Loan,20000.0,One-Time,"Free motorized toolkits and collateral-free micro credit for traditional artisans. (₹20,000)"
3472,pm-national-rural-youth-driving-heavy-machinery-training-phase-3,National Rural Youth Driving & Heavy Machinery Training,Asset & Equipment Subsidy,25000.0,One-Time,"100% sponsored commercial vehicle and excavator driver training. (₹25,000)"
3473,pm-national-it-emerging-tech-bootcamp-voucher-phase-3,National IT & Emerging Tech Bootcamp Voucher,Scholarship & Academic Stipend,35000.0,One-Time,"Full tuition sponsorship for AI, Cloud, and Software certification bootcamps. (₹35,000)"
3474,pm-national-self-employment-micro-credit-guarantee-phase-3,National Self-Employment Micro-Credit Guarantee,Subsidized / Collateral-Free Loan,500000.0,One-Time,"Collateral-free subsidized loan up to ₹5 Lakh for starting local enterprises. (₹100,000)"
3475,pm-national-pucca-house-construction-subsidy-phase-3,National Pucca House Construction Subsidy,Asset & Equipment Subsidy,150000.0,Quarterly,"Direct installment financial grant for building disaster-resilient pucca home. (₹150,000)"
3476,pm-national-rooftop-solar-green-energy-assistance-phase-3,National Rooftop Solar & Green Energy Assistance,Asset & Equipment Subsidy,50000.0,One-Time,"Capital subsidy for grid-connected rooftop solar installation for homeowners. (₹50,000)"
3477,pm-national-slum-rehabilitation-ews-flat-allocation-phase-3,National Slum Rehabilitation & EWS Flat Allocation,Asset & Equipment Subsidy,250000.0,One-Time,"Subsidized ownership allotment of 1BHK flats with basic civic amenities. (₹250,000)"
3478,pm-national-rural-toilet-water-tap-incentive-phase-3,National Rural Toilet & Water Tap Incentive,Direct Cash Transfer (DBT),12000.0,One-Time,"Financial assistance for individual household latrines and clean piped tap. (₹12,000)"
3479,pm-national-micro-enterprise-collateral-free-loan-phase-3,National Micro Enterprise Collateral-Free Loan,Subsidized / Collateral-Free Loan,1000000.0,One-Time,"Guaranteed working capital and equipment loan up to ₹10 Lakh at subsidized interest. (₹200,000)"
3480,pm-national-women-entrepreneur-startup-grant-phase-3,National Women Entrepreneur Startup Grant,Direct Cash Transfer (DBT),100000.0,One-Time,"Seed funding capital grant for innovative women-founded MSME ventures. (₹100,000)"
3481,pm-national-export-promotion-quality-certification-subsidy-phase-3,National Export Promotion & Quality Certification Subsidy,Asset & Equipment Subsidy,75000.0,One-Time,"Reimbursement for ISO, ZED, and international trade mark registration costs. (₹75,000)"
3482,pm-national-credit-linked-capital-subsidy-for-tech-upgradation-phase-3,National Credit Linked Capital Subsidy for Tech Upgradation,Asset & Equipment Subsidy,150000.0,One-Time,"15% upfront capital subsidy for machinery modernization in manufacturing. (₹150,000)"
